Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV105521,A House in Restless,"Comedy, Sci-Fi, Crime",1998.0,S. S. Rajamouli,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","gang rivalry, family, detective, space mission, friendship, android",Tamil,112.0,Excel Entertainment
MOV104868,Crimson at Harbor,"Drama, Comedy",2009.0,Patty Jenkins,"Dhanush, Sai Pallavi, Prakash Raj","workplace, family, grief",Kannada,119.0,Dharma Productions
MOV103485,Between Endless and Signal,Unknown,2020.0,Asghar Farhadi,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","misunderstanding, family",English,196.0,Dharma Productions
MOV100406,Between Burning and Harbor,"Drama, Comedy",1989.0,Bennett Miller,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi",Unknown,Japanese,107.0,20th Century Studios
MOV112571,The Forgotten Moon 557,"Romance, Comedy",2022.0,Bong Joon Ho,"Nana Patekar, Tabu, Konkona Sen Sharma","workplace, family, long distance, heartbreak",English,108.0,Universal Pictures
MOV112968,The Hidden Letter 189,"Thriller, Action, Crime",2012.0,Vetrimaaran,"Sanya Malhotra, Vikrant Massey, Vijay Raaz, Saoirse Ronan","missing person, espionage, detective",Tamil,162.0,Sony Pictures
MOV117432,The Restless Sky 797,Romance,2019.0,Shoojit Sircar,"Rajinikanth, Fahadh Faasil, Ritika Singh","first love, wedding",Telugu,128.0,Amazon MGM Studios
MOV107946,The Blue Voyage 886,Horror,2009.0,Vetrimaaran,"Tony Leung, Tang Wei, Andy Lau, Tony Leung","nightmare, urban legend",English,121.0,Unknown
MOV114844,The Northern Frontier 525,"Drama, Action",2020.0,Pedro AlmodÃ³var,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","rescue, coming of age, identity, mercenary",Tamil,184.0,Yash Raj Films
MOV117123,The Burning Signal 113,Comedy,1982.0,Jordan Peele,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma, Dulquer Salmaan","road trip, misunderstanding",Tamil,102.0,Netflix
MOV102504,Wild Beyond the Voyage,"Crime, Comedy, Drama",2001.0,Vetrimaaran,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","family, betrayal, friendship",Tamil,99.0,Amazon MGM Studios
MOV101213,Room of Restless,Action,2013.0,David Fincher,"Saoirse Ronan, Andrew Scott, Jessie Buckley","rescue, heist",Hindi,132.0,Red Chillies Entertainment
MOV106539,The Silent Clock 638,"Horror, Action",2016.0,James Wan,"Dev Patel, Freida Pinto, Roshan Seth","espionage, revenge, haunted house, nightmare",English,127.0,Lyca Productions
MOV100836,Between Parallel and Station,"Adventure, Romance",2018.0,Christopher Nolan,"Song Kang-ho, Bae Doona, Park So-dam","long distance, wilderness, expedition, first love",Tamil,134.0,Phantom Films
MOV100267,Forgotten at Valley,"Romance, Drama",1996.0,Steven Spielberg,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","first love, class divide, coming of age",Telugu,114.0,Lyca Productions
MOV103763,Valley of Midnight,"Thriller, Horror",2025.0,Christopher Nolan,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","curse, blackmail, false identity, haunted house",English,124.0,Sony Pictures
MOV112037,The Neon House 97,"Thriller, Drama",2025.0,Alfonso CuarÃ³n,"Aamir Khan, Richa Chadda, Vijay Raaz","redemption, conspiracy, false identity, ambition",English,174.0,Warner Bros. Pictures
MOV109123,The Silver Shadow 829,Drama,2003.0,S. S. Rajamouli,"Mammootty, Nimisha Sajayan, Roshan Mathew","identity, ambition",Malayalam,141.0,Netflix
MOV109191,The Borrowed Lantern 898,"Thriller, Romance",1983.0,Christopher Nolan,"Chris Evans, Ana de Armas, Oscar Isaac","blackmail, second chance, conspiracy, first love",Telugu,120.0,Amazon MGM Studios
MOV106676,The Neon Lantern 857,"Adventure, Sci-Fi",2013.0,Jordan Peele,"Adam Driver, Scarlett Johansson, Oscar Isaac","climate collapse, ancient map, artificial intelligence, treasure hunt",Telugu,171.0,Dharma Productions
MOV116964,The Secret Promise 750,"Adventure, Thriller",2018.0,Zoya Akhtar,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","cat and mouse, expedition, wilderness, false identity",English,104.0,Excel Entertainment
MOV119259,The Distant Station 511,Thriller,2022.0,Steven Spielberg,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","missing person, blackmail",Tamil,132.0,Lionsgate
MOV112803,The Midnight Road 364,Thriller,2006.0,Christopher Nolan,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","blackmail, surveillance",Korean,94.0,Hombale Films
MOV118894,The Midnight House 71,"Drama, Horror",,Bong Joon Ho,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","ritual, grief, coming of age, urban legend",English,133.0,Phantom Films
MOV112378,The Secret Forest 344,"Drama, Mystery",1997.0,Christopher Nolan,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","class divide, vanished witness, unsolved murder, identity",English,150.0,Netflix
MOV117397,The Falling Room 445,Thriller,2024.0,Zoya Akhtar,"Daniel Kaluuya, Lupita Nyong'o, John David Washington, Gael GarcÃ­a Bernal","false identity, surveillance",English,123.0,Warner Bros. Pictures
MOV107198,The Endless Clock 590,"Thriller, Horror",2019.0,Vetrimaaran,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","urban legend, cat and mouse, ritual, missing person",English,153.0,Dharma Productions
MOV104676,Golden Garden,"Adventure, Drama, Romance",2019.0,Karthik Subbaraj,"Song Kang-ho, Bae Doona, Park So-dam","survival, long distance, coming of age, grief, unexpected meeting",Tamil,,Netflix
MOV115410,The Silent Letter 96,"Animation, Comedy",1995.0,Ayan Mukerji,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","family, misunderstanding, coming of age",Hindi,111.0,Gaumont
MOV101953,Forgotten Beyond the Lantern,"Drama, Sci-Fi",1997.0,Nagraj Manjule,"Chris Evans, Ana de Armas, Oscar Isaac","ambition, coming of age, android, artificial intelligence",English,139.0,Yash Raj Films
MOV116343,The Velvet Garden 64,"Crime, Comedy",2024.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley","misunderstanding, friendship, detective",English,114.0,Excel Entertainment
MOV102929,House of Borrowed,Romance,2012.0,Mira Nair,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","heartbreak, wedding",Tamil,94.0,Excel Entertainment
MOV101317,The Silent Horizon,"Action, Drama",2008.0,Denis Villeneuve,"Mammootty, Nimisha Sajayan, Roshan Mathew","warzone, redemption, mercenary",Hindi,133.0,Sun Pictures
MOV117739,The Last Frontier 499,Thriller,2009.0,Rajkumar Hirani,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","conspiracy, missing person",English,170.0,Sun Pictures
MOV105878,Midnight Harbor,"Mystery, Thriller",2000.0,Vetrimaaran,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","secret room, unsolved murder, conspiracy",English,180.0,Sun Pictures
MOV102328,The Fading Bridge,"Romance, Comedy",2005.0,Greta Gerwig,"Adam Driver, Scarlett Johansson, Oscar Isaac","first love, workplace, heartbreak, family",Telugu,125.0,Unknown
MOV101638,Between Neon and Season,"Horror, Comedy",1994.0,Mira Nair,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","road trip, wedding, isolated village, curse",English,101.0,Geetha Arts
MOV105034,Endless at Garden,"Romance, Horror",1997.0,Lokesh Kanagaraj,"Dev Patel, Freida Pinto, Roshan Seth","possession, haunted house, unexpected meeting, wedding",Tamil,155.0,20th Century Studios
MOV109635,The Last Mirror 434,Thriller,2024.0,Rian Johnson,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","missing person, cat and mouse",Hindi,137.0,Phantom Films
MOV103607,Fading at Station,"Sci-Fi, Mystery",,Lijo Jose Pellissery,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","forensic clue, space mission, secret room, artificial intelligence",English,89.0,Sony Pictures
MOV115140,The Golden Letter 283,"Drama, Thriller",2023.0,Makoto Shinkai,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","coming of age, cat and mouse, class divide, conspiracy",English,146.0,Lionsgate
MOV102682,Between Broken and Archive,Crime,2003.0,Taika Waititi,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","detective, organized crime",Marathi,189.0,Toho
MOV116676,The Forgotten House 990,Thriller,2021.0,Wes Anderson,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","cat and mouse, conspiracy",French,148.0,Phantom Films
MOV111475,The Electric Voyage 101,"Action, Crime",2020.0,Jordan Peele,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","assassination, undercover, detective, stolen evidence",English,130.0,Universal Pictures
MOV112047,The Velvet Shadow 889,Action,2012.0,Anurag Kashyap,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","heist, revenge",Hindi,112.0,Dharma Productions
MOV104793,Silent at Frontier,Thriller,2014.0,Aparna Sen,"Rajinikanth, Fahadh Faasil, Ritika Singh","surveillance, blackmail",Telugu,167.0,DreamWorks Animation
MOV117844,The Winter Story 918,Comedy,2024.0,Sanjay Leela Bhansali,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","misunderstanding, family",Hindi,125.0,Amazon MGM Studios
MOV116460,The Hidden Harbor 793,Drama,2008.0,Ayan Mukerji,"Saoirse Ronan, Andrew Scott, Jessie Buckley, Chris Evans","family secrets, redemption",Marathi,109.0,DreamWorks Animation
MOV114937,The Blue Voyage 959,"Drama, Crime, Action",2011.0,Rajkumar Hirani,"Triptii Dimri, Rajkummar Rao, Vijay Varma","class divide, chase, stolen evidence, organized crime, rescue, family secrets",Tamil,157.0,Lionsgate
MOV113753,The Endless Bridge 357,Romance,2018.0,Makoto Shinkai,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","long distance, first love",English,130.0,DreamWorks Animation
MOV110226,The Neon Mirror 200,Drama,1994.0,Rajkumar Hirani,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","betrayal, coming of age",English,87.0,CJ ENM
MOV107488,The Broken Valley 264,"Crime, Thriller",1972.0,Anurag Kashyap,"Nana Patekar, Tabu, Konkona Sen Sharma","gang rivalry, false identity, money laundering, cat and mouse",English,103.0,Universal Pictures
MOV103631,Frontier of Paper,Drama,1987.0,Christopher Nolan,"Dev Patel, Freida Pinto, Roshan Seth, Saoirse Ronan","ambition, class divide",Korean,129.0,Universal Pictures
MOV102351,Fading Mirror,Comedy,2018.0,Kabir Khan,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","wedding, road trip",English,114.0,Sony Pictures
MOV114746,The Fading Valley 436,Comedy,1997.0,Zoya Akhtar,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Dev Patel","misunderstanding, wedding",Tamil,171.0,Sony Pictures
MOV102693,Story of Borrowed,Comedy,2017.0,Steven Spielberg,"Song Kang-ho, Bae Doona, Park So-dam","misunderstanding, wedding",English,132.0,A24
MOV111032,The Golden Kingdom 167,"Sci-Fi, Action",2005.0,David Fincher,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","parallel universe, mercenary, android, rescue",French,105.0,Hombale Films
MOV104083,Between Borrowed and Promise,"Crime, Thriller",2004.0,Steven Spielberg,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","blackmail, detective, cat and mouse, corruption",Telugu,181.0,Sony Pictures
MOV114381,The Winter Kingdom 995,Crime,2014.0,Damien Chazelle,"Chris Evans, Ana de Armas, Oscar Isaac","money laundering, detective",Telugu,83.0,Paramount Pictures
MOV110535,The Winter Voyage 503,Action,2021.0,Greta Gerwig,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","heist, undercover",Italian,126.0,Suresh Productions
MOV118137,The Silver Lantern 577,"Romance, Crime",2012.0,James Wan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","first love, heartbreak, stolen evidence, money laundering",Spanish,137.0,Warner Bros. Pictures
MOV100949,A River in Silent,Drama,2018.0,Steven Spielberg,"Vidya Balan, Shefali Shah, Rajesh Tailang","family secrets, identity",English,96.0,Sony Pictures
MOV116189,The Golden Machine 648,"Comedy, Thriller",1978.0,Zoya Akhtar,"Dhanush, Sai Pallavi, Prakash Raj","false identity, cat and mouse, awkward romance, workplace",Tamil,134.0,Paramount Pictures
MOV100483,Silver Harbor,"Action, Drama, Thriller",2020.0,Sanjay Leela Bhansali,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","blackmail, revenge, class divide, chase, family secrets",Telugu,192.0,CJ ENM
MOV111498,The Forgotten Bridge 569,Adventure,2025.0,Aparna Sen,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","expedition, survival",English,106.0,A24
MOV112079,The Restless Mirror 587,"Action, Comedy",2025.0,Steven Spielberg,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","family, revenge, awkward romance",Hindi,145.0,Excel Entertainment
MOV106497,The Last Garden 158,"Thriller, Action",2014.0,Vetrimaaran,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","false identity, assassination, missing person, revenge",Japanese,148.0,Warner Bros. Pictures
MOV103810,Forest of Neon,"Drama, Comedy",2005.0,Pedro AlmodÃ³var,"Triptii Dimri, Rajkummar Rao, Vijay Varma","grief, coming of age, wedding",Kannada,87.0,Phantom Films
MOV119631,The Wild City 887,"Romance, Action, Thriller",2024.0,Vetrimaaran,"Saoirse Ronan, Andrew Scott, Jessie Buckley","conspiracy, mercenary, surveillance, assassination",Telugu,126.0,Mythri Movie Makers
MOV107914,The Crimson Mirror 790,"Drama, Comedy",1995.0,Bong Joon Ho,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","road trip, workplace, ambition, family secrets",English,144.0,Excel Entertainment
MOV100631,Machine of Northern,"Action, Adventure",2010.0,Zoya Akhtar,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","treasure hunt, chase, wilderness, rescue",Tamil,107.0,Paramount Pictures
MOV116812,The Broken Shadow 764,"Horror, Romance, Crime, Action",2016.0,S. S. Rajamouli,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","corruption, chase, assassination, stolen evidence, ritual, urban legend",Hindi,199.0,Yash Raj Films
MOV110983,The Lost Shadow 635,Action,2014.0,Rajkumar Hirani,"Vidya Balan, Shefali Shah, Rajesh Tailang","undercover, heist",English,122.0,Hombale Films
MOV114095,The Hidden Witness 412,Action,2019.0,Christopher Nolan,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","warzone, rescue",English,159.0,Netflix
MOV119086,The Midnight Garden 36,"Drama, Thriller",2021.0,Anurag Kashyap,"Rajinikanth, Fahadh Faasil, Ritika Singh","identity, surveillance, conspiracy, coming of age",Spanish,117.0,Universal Pictures
MOV111110,The Endless Story 232,"Drama, Sci-Fi",1988.0,Rajkumar Hirani,"Adam Driver, Scarlett Johansson, Oscar Isaac","artificial intelligence, space mission, identity, grief",English,126.0,Sony Pictures
MOV114323,The Parallel Station 58,Romance,1997.0,Christopher Nolan,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","first love, long distance",Kannada,88.0,Amazon MGM Studios
MOV116209,The Endless Kingdom 231,Adventure,2011.0,Rajkumar Hirani,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","ancient map, wilderness",Hindi,136.0,20th Century Studios
MOV103699,The Midnight Valley,Mystery,2003.0,Kabir Khan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","secret room, forensic clue",Japanese,,Universal Pictures
MOV101579,Silver Mirror,Mystery,1998.0,Kabir Khan,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","vanished witness, forensic clue",Hindi,101.0,PathÃ©
MOV100802,Restless at Mirror,Drama,2023.0,Zoya Akhtar,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","family secrets, ambition",Tamil,142.0,DreamWorks Animation
MOV105183,Silent Beyond the Horizon,Unknown,2013.0,Wes Anderson,"Mammootty, Nimisha Sajayan, Roshan Mathew","chase, friendship, second chance, wedding",English,101.0,Paramount Pictures
MOV112698,The Winter Bridge 27,"Action, Horror",2008.0,Christopher Nolan,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","haunted house, ritual, undercover, assassination",English,134.0,Sun Pictures
MOV102416,A Mirror in Autumn,Action,1986.0,David Fincher,"Tony Leung, Tang Wei, Andy Lau","rescue, chase",Hindi,127.0,Paramount Pictures
MOV109415,The Secret Story 343,Comedy,1990.0,Nagraj Manjule,"Song Kang-ho, Bae Doona, Park So-dam, Dhanush","workplace, awkward romance",Tamil,165.0,Dharma Productions
MOV115106,The Paper Archive 576,"Action, Crime",2023.0,Unknown,"Nana Patekar, Tabu, Konkona Sen Sharma","organized crime, mercenary, corruption, warzone",Hindi,135.0,Netflix
MOV111817,The Forgotten Station 369,"Mystery, Comedy",2017.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley","secret room, wedding, family, unsolved murder",English,117.0,Universal Pictures
MOV116659,The Silent Bridge 738,"Drama, Comedy",,David Fincher,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","redemption, awkward romance, class divide",English,148.0,CJ ENM
MOV111237,The Wild Story 32,Crime,1999.0,Denis Villeneuve,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","detective, stolen evidence",Telugu,103.0,Universal Pictures
MOV107471,The Endless Kingdom 303,Romance,2023.0,Taika Waititi,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","wedding, first love",Hindi,112.0,Warner Bros. Pictures
MOV102843,Silent Moon,"Adventure, Sci-Fi",2001.0,Christopher Nolan,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","parallel universe, time travel, survival, ancient map",English,108.0,Excel Entertainment
MOV113085,The Falling Horizon 42,Thriller,1998.0,Farhan Akhtar,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","cat and mouse, missing person",Telugu,143.0,Phantom Films
MOV110804,The Restless Garden 726,"Action, Comedy",2017.0,Christopher Nolan,"Song Kang-ho, Bae Doona, Park So-dam","workplace, awkward romance, undercover, revenge",English,164.0,Sony Pictures
MOV101624,The Burning Echo,Comedy,2017.0,Christopher Nolan,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","misunderstanding, wedding",Hindi,135.0,Yash Raj Films
MOV119032,The Glass Garden 667,"Action, Romance, Drama",1982.0,Lokesh Kanagaraj,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","redemption, mercenary, first love, ambition, second chance",Hindi,155.0,Dharma Productions
MOV103729,The Sacred Frontier,"Drama, Comedy",1998.0,Makoto Shinkai,"Triptii Dimri, Rajkummar Rao, Vijay Varma, Gael GarcÃ­a Bernal","grief, friendship, misunderstanding",English,174.0,Warner Bros. Pictures
MOV103194,Between Lost and Bridge,"Sci-Fi, Drama",2024.0,Park Chan-wook,"Chris Evans, Ana de Armas, Oscar Isaac","artificial intelligence, grief, time travel, betrayal",Hindi,105.0,Excel Entertainment
MOV104763,Silent Beyond the Station,Drama,2008.0,Makoto Shinkai,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","coming of age, family secrets",English,84.0,Netflix
MOV111383,The Paper Room 706,"Romance, Thriller, Action",2007.0,Anurag Kashyap,"Adam Driver, Scarlett Johansson, Oscar Isaac, Rajkummar Rao","blackmail, missing person, first love, second chance, rescue",Telugu,147.0,Lionsgate
MOV101916,The Restless Room,"Comedy, Drama, Romance",1991.0,Bennett Miller,"Chris Evans, Ana de Armas, Oscar Isaac","road trip, misunderstanding, second chance",Hindi,,Universal Pictures
MOV115016,The Hidden Season 596,"Thriller, Action",2020.0,Patty Jenkins,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","chase, blackmail, false identity, undercover",Hindi,104.0,20th Century Studios
MOV107846,The Last Shadow 524,"Romance, Comedy",1988.0,Zoya Akhtar,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","wedding, family, first love, long distance",Hindi,139.0,Warner Bros. Pictures
MOV119064,The Burning Signal 469,Crime,2010.0,Rajkumar Hirani,"Vidya Balan, Shefali Shah, Rajesh Tailang","stolen evidence, corruption",English,138.0,Amazon MGM Studios
MOV119494,The Crimson Archive 321,Thriller,2017.0,Zoya Akhtar,"Chris Evans, Ana de Armas, Oscar Isaac","missing person, false identity",English,115.0,DreamWorks Animation
MOV104384,A Garden in Wild,"Thriller, Comedy",2000.0,Ayan Mukerji,Unknown,"friendship, surveillance, missing person, family",English,132.0,DreamWorks Animation
MOV112839,The Autumn Horizon 788,Drama,2014.0,David Fincher,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","betrayal, identity",Malayalam,130.0,Lionsgate
MOV116842,The Neon Station 1,Drama,2016.0,Denis Villeneuve,"Adam Driver, Scarlett Johansson, Oscar Isaac","grief, betrayal",Unknown,93.0,Amazon MGM Studios
MOV104839,Autumn at Road,Drama,2003.0,Jordan Peele,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","coming of age, betrayal",Hindi,133.0,Universal Pictures
MOV108483,The Golden House 730,Drama,2020.0,Damien Chazelle,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","identity, family secrets",Spanish,174.0,Warner Bros. Pictures
MOV104007,Between Hidden and Forest,"Romance, Action, Adventure",2000.0,Greta Gerwig,"Suriya, Jyotika, Karthi","espionage, wedding, unexpected meeting",Mandarin,122.0,A24
MOV102188,Borrowed Witness,Drama,2010.0,Rian Johnson,"Saoirse Ronan, Andrew Scott, Jessie Buckley, Ayushmann Khurrana","ambition, family secrets",Italian,150.0,Sony Pictures
MOV113654,The Lost Signal 391,"Comedy, Thriller",2008.0,Park Chan-wook,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","surveillance, awkward romance, cat and mouse, family",Korean,176.0,Universal Pictures
MOV115370,The Neon Bridge 392,Romance,1973.0,Wes Anderson,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi, Cillian Murphy","heartbreak, first love",Tamil,170.0,Suresh Productions
MOV101692,The Distant City,Thriller,1993.0,Nagraj Manjule,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","surveillance, conspiracy",Telugu,171.0,Toho
MOV107814,The Blue Harbor 284,"Action, Comedy",2021.0,Christopher Nolan,"Tony Leung, Tang Wei, Andy Lau","warzone, espionage, misunderstanding",Korean,155.0,Warner Bros. Pictures
MOV108913,The Forgotten City 778,Comedy,2012.0,Pedro AlmodÃ³var,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","wedding, workplace",French,170.0,Netflix
MOV104242,Silver Beyond the Valley,"Horror, Comedy, Thriller",2020.0,Zoya Akhtar,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","wedding, surveillance, awkward romance, urban legend, ritual, conspiracy",Hindi,133.0,Dharma Productions
MOV114117,The Midnight Witness 51,"Horror, Comedy, Drama",2016.0,Unknown,"Chris Evans, Ana de Armas, Oscar Isaac","misunderstanding, family secrets, coming of age, isolated village, urban legend",Hindi,148.0,PathÃ©
MOV119664,The Broken Machine 580,Romance,2001.0,Karthik Subbaraj,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","long distance, second chance",English,104.0,Paramount Pictures
MOV118789,The Broken Story 425,Drama,2011.0,Ryusuke Hamaguchi,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","class divide, coming of age",Spanish,119.0,Hombale Films
MOV112251,The Wild Story 890,"Drama, Comedy, Romance",2019.0,Zoya Akhtar,"Nana Patekar, Tabu, Konkona Sen Sharma","second chance, identity, redemption, long distance, workplace, friendship",English,103.0,Warner Bros. Pictures
MOV103850,Borrowed at Mirror,"Mystery, Crime",2017.0,S. S. Rajamouli,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","unsolved murder, cryptic letter, stolen evidence",English,100.0,Sony Pictures
MOV102661,Borrowed Promise,Romance,2022.0,Shoojit Sircar,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","first love, unexpected meeting",Japanese,144.0,Sun Pictures
MOV114412,The Secret Kingdom 757,"Thriller, Comedy",,Wes Anderson,"Saoirse Ronan, Andrew Scott, Jessie Buckley","missing person, family, friendship, cat and mouse",Malayalam,147.0,Netflix
MOV105744,Lantern of Burning,"Romance, Drama, Adventure",2003.0,Christopher Nolan,"Vidya Balan, Shefali Shah, Rajesh Tailang","unexpected meeting, treasure hunt, betrayal, first love, redemption",English,114.0,A24
MOV101943,Golden at Horizon,Drama,2007.0,Hayao Miyazaki,"Nana Patekar, Tabu, Konkona Sen Sharma","grief, betrayal",Tamil,79.0,Netflix
MOV106959,The Broken Station 598,"Crime, Adventure",1989.0,Shoojit Sircar,"Vijay, Trisha Krishnan, Arjun Sarja","stolen evidence, gang rivalry, treasure hunt, lost city",French,116.0,Sony Pictures
MOV108979,The Distant City 970,Drama,2019.0,Bong Joon Ho,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","family secrets, redemption",French,93.0,Netflix
MOV115751,The Endless Room 296,"Romance, Horror",2018.0,Denis Villeneuve,"Mammootty, Nimisha Sajayan, Roshan Mathew, Vijay","first love, long distance, haunted house, curse",Telugu,148.0,Warner Bros. Pictures
MOV104061,The Glass Station,Crime,2003.0,Ayan Mukerji,"Suriya, Jyotika, Karthi","stolen evidence, gang rivalry",Hindi,139.0,Lionsgate
MOV113542,The Sacred Mirror 515,Thriller,2023.0,Sanjay Leela Bhansali,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","cat and mouse, blackmail",German,97.0,Lionsgate
MOV113032,The Midnight House 437,Sci-Fi,1995.0,James Wan,Unknown,"android, artificial intelligence",English,166.0,Suresh Productions
MOV115780,The Forgotten Story 886,Comedy,1996.0,Christopher Nolan,"Tony Leung, Tang Wei, Andy Lau, Mads Mikkelsen","workplace, awkward romance",English,108.0,A24
MOV118927,The Sacred Frontier 832,Crime,2009.0,Rian Johnson,"Dhanush, Sai Pallavi, Prakash Raj","corruption, stolen evidence",Malayalam,107.0,20th Century Studios
MOV119228,The Borrowed Road 723,"Action, Mystery, Romance",2006.0,Steven Spielberg,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","revenge, unsolved murder, espionage, forensic clue, second chance",Tamil,96.0,Gaumont
MOV101814,Silent Machine,Crime,2020.0,Ayan Mukerji,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","detective, corruption",English,146.0,Amazon MGM Studios
MOV111044,The Velvet Road 688,Adventure,1998.0,Zoya Akhtar,"Dev Patel, Freida Pinto, Roshan Seth","wilderness, ancient map",Hindi,149.0,DreamWorks Animation
MOV103723,Broken at Story,"Drama, Thriller",1997.0,Zoya Akhtar,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","surveillance, cat and mouse, betrayal, redemption",English,146.0,Warner Bros. Pictures
MOV100096,Sacred at Machine,"Action, Thriller",2023.0,Christopher Nolan,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","surveillance, mercenary, conspiracy, warzone",English,127.0,Warner Bros. Pictures
MOV103225,A Frontier in Neon,"Adventure, Thriller",2000.0,Rajkumar Hirani,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","false identity, lost city, wilderness",English,169.0,Paramount Pictures
MOV105499,Sacred Beyond the City,Thriller,2017.0,David Fincher,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","surveillance, conspiracy",Marathi,149.0,Universal Pictures
MOV101850,Between Last and Room,"Romance, Drama",2004.0,Lokesh Kanagaraj,"Nana Patekar, Tabu, Konkona Sen Sharma","identity, wedding, redemption",English,173.0,DreamWorks Animation
MOV108571,The Autumn Letter 71,Horror,2016.0,Meghna Gulzar,"Saoirse Ronan, Andrew Scott, Jessie Buckley","possession, nightmare",Telugu,149.0,Warner Bros. Pictures
